spkr	setting	vowel	mean_f1	mean_f2	V_count_spkr
00225	high	y	417.33	1024.49	13
00225	high	a	639.52	1877.12	54
00225	high	ɵ	468.86	2041.27	14
00225	high	i	378.71	2527.69	14
00227	high	ɑ	758.11	1335.06	24
00227	high	ɘ	557.15	1883.01	21
00227	high	a	627.46	1804.89	23
00227	high	ɤ	567.01	1329.22	13
00227	high	u	495.56	988.38	5
00227	high	i	397.61	2318.33	3
00227	high	y	452.62	1054.88	5
00227	high	ɵ	525.42	1635.85	3
00227	high	o	622.16	1278.32	3
00228	high	a	625.05	1893.49	16
00228	high	o	547.93	1191.48	16
00228	high	ɑ	678.73	1461.00	26
00228	high	ɘ	408.29	1938.26	32
00228	high	ɵ	466.91	1763.89	3
00228	high	u	450.37	880.47	6
00228	high	ɤ	568.56	1405.04	18
00228	high	y	457.32	1236.72	2
00228	high	i	396.82	2229.91	5
00230	high	a	637.09	1751.03	11
00230	high	ɤ	582.56	1330.87	10
00230	high	o	561.14	1287.12	6
00230	high	ɑ	729.16	1358.67	17
00230	high	ɘ	377.73	1974.17	8
00230	high	u	470.42	1118.57	3
00230	high	ɵ	436.82	1605.25	3
00230	high	i	379.40	2366.62	1
00230	high	y	448.74	1349.87	1
00231	high	a	678.87	1726.90	9
00231	high	ɑ	645.98	1377.80	19
00231	high	ɤ	510.32	1307.31	7
00231	high	o	547.76	1165.69	4
00231	high	i	395.36	2634.76	1
00231	high	ɘ	495.16	1936.53	19
00231	high	u	475.22	981.10	2
00233	high	a	617.79	1768.68	923
00233	high	ɑ	681.00	1253.92	1365
00233	high	ɤ	522.12	1353.86	834
00233	high	ɘ	454.20	1963.63	1416
00233	high	o	508.21	1212.41	221
00233	high	ɵ	409.74	1735.75	199
00233	high	y	420.29	1169.31	161
00233	high	u	471.34	989.21	362
00233	high	i	413.44	2434.66	137
00234	high	ɘ	450.68	2160.94	835
00234	high	a	665.53	2001.94	577
00234	high	u	444.78	950.86	230
00234	high	o	543.90	1263.22	171
00234	high	ɑ	782.97	1391.27	866
00234	high	ɤ	556.88	1457.70	516
00234	high	i	396.47	2556.58	93
00234	high	ɵ	424.89	1917.41	114
00234	high	y	391.25	1123.83	101
00235	high	y	387.65	1189.26	1
00235	high	ɘ	447.83	2075.38	4
00235	high	a	640.99	1721.62	1
00235	high	ɵ	478.24	2034.72	3
00236	high	ɑ	791.92	1502.61	16
00236	high	ɤ	522.12	1516.92	11
00236	high	ɘ	495.17	2107.93	16
00236	high	o	522.53	1413.39	4
00236	high	a	616.11	2042.99	6
00236	high	u	473.86	1050.33	2
00236	high	ɵ	488.83	1961.86	1
00237	high	o	534.45	1313.78	14
00237	high	ɑ	743.45	1391.58	65
00237	high	ɤ	582.47	1520.43	30
00237	high	u	494.28	941.73	17
00237	high	ɵ	464.37	1862.87	9
00237	high	a	667.22	1928.55	48
00237	high	ɘ	503.53	2146.80	44
00237	high	y	477.70	1117.85	4
00237	high	i	410.21	2690.58	4
00240	high	ɘ	532.29	1952.98	2190
00240	high	ɑ	736.67	1471.24	2865
00240	high	u	512.60	1080.39	782
00240	high	ɤ	600.95	1489.27	1599
00240	high	o	578.58	1339.61	421
00240	high	ɵ	516.96	1833.28	404
00240	high	a	676.12	1780.22	1574
00240	high	i	466.33	2330.94	191
00240	high	y	494.47	1208.90	315
00241	high	a	729.40	1873.46	52
00241	high	ɘ	526.30	2003.74	79
00241	high	y	455.85	1124.40	12
00241	high	o	553.79	1388.27	11
00241	high	ɑ	830.16	1559.94	80
00241	high	ɤ	604.26	1532.05	44
00241	high	u	505.96	975.49	21
00241	high	i	425.36	2237.00	4
00241	high	ɵ	509.69	1789.35	8
00242	high	u	450.72	883.14	247
00242	high	ɑ	671.22	1311.80	863
00242	high	ɤ	520.08	1423.68	489
00242	high	ɘ	481.43	2066.39	754
00242	high	a	634.71	1820.51	538
00242	high	ɵ	451.07	1720.87	110
00242	high	y	441.52	1001.14	97
00242	high	o	521.66	1144.75	163
00242	high	i	444.12	2412.09	69
00245	high	ɑ	666.85	1192.10	9
00245	high	u	391.10	792.42	3
00245	high	ɤ	471.26	1280.12	6
00245	high	i	490.57	1965.01	1
00245	high	o	420.35	1325.13	2
00245	high	a	570.03	1702.83	1
00245	high	y	393.39	1244.21	1
00245	high	ɵ	414.76	1881.88	2
00246	high	a	656.64	1867.46	226
00246	high	ɘ	538.05	2023.11	339
00246	high	ɑ	731.11	1420.48	395
00246	high	ɤ	609.50	1424.98	266
00246	high	u	488.09	997.56	126
00246	high	y	472.23	1014.68	64
00246	high	o	591.56	1330.82	61
00246	high	ɵ	488.56	1834.21	54
00246	high	i	429.19	2263.90	24
00247	high	ɘ	432.76	2341.56	34
00247	high	u	450.73	927.15	7
00247	high	ɑ	659.31	1261.61	32
00247	high	y	382.00	884.66	5
00247	high	ɤ	504.29	1596.08	21
00247	high	a	594.32	2115.60	25
00247	high	i	370.27	2815.67	3
00247	high	ɵ	408.58	1955.79	8
00247	high	o	559.00	1144.16	5
00249	high	u	531.84	1334.85	2
00249	high	ɑ	652.92	1385.55	3
00249	high	ɘ	518.64	1864.01	4
00249	high	a	550.53	1663.17	4
00249	high	ɤ	575.14	1375.07	1
00249	high	ɵ	520.73	1405.83	2
00249	high	i	320.90	2057.17	1
00251	high	ɘ	526.82	2147.18	268
00251	high	ɑ	801.44	1433.27	338
00251	high	a	675.75	1963.96	158
00251	high	ɵ	518.28	1961.92	76
00251	high	u	506.10	963.35	121
00251	high	ɤ	605.43	1497.65	204
00251	high	i	438.54	2810.74	32
00251	high	y	491.03	1076.91	42
00251	high	o	578.66	1282.02	41
00252	high	ɤ	524.49	1470.97	898
00252	high	ɑ	730.85	1424.49	1736
00252	high	ɵ	404.39	1858.82	198
00252	high	a	628.98	2022.25	1030
00252	high	ɘ	416.24	2108.67	1441
00252	high	i	348.91	2614.74	136
00252	high	u	418.58	994.17	412
00252	high	y	393.36	1102.09	227
00252	high	o	506.66	1253.78	277
00254	high	u	456.57	955.97	17
00254	high	ɘ	481.95	1988.15	57
00254	high	ɑ	687.83	1350.72	75
00254	high	i	458.87	2333.86	6
00254	high	a	627.08	1923.40	35
00254	high	ɤ	569.34	1456.85	34
00254	high	ɵ	518.12	2091.18	7
00254	high	y	456.71	1350.98	8
00254	high	o	566.18	1265.04	14
00255	high	ɵ	442.74	2087.12	3
00255	high	ɑ	750.76	1418.55	50
00255	high	ɘ	425.54	2282.41	64
00255	high	i	358.35	2810.14	8
00255	high	ɤ	557.40	1459.27	30
00255	high	a	690.58	2065.75	24
00255	high	y	328.42	919.06	6
00255	high	u	396.04	974.82	15
00255	high	o	507.54	1274.76	13
00256	high	a	656.93	1678.05	2894
00256	high	ɘ	500.81	1787.49	3942
00256	high	u	483.63	1001.56	1428
00256	high	ɤ	572.05	1354.97	2956
00256	high	y	452.69	1054.28	623
00256	high	ɑ	723.54	1347.33	4984
00256	high	o	556.08	1284.15	825
00256	high	i	460.80	1997.39	277
00256	high	ɵ	489.68	1641.12	671
00257	high	ɘ	501.37	2078.66	1616
00257	high	a	663.46	1897.64	1182
00257	high	y	437.43	1249.14	218
00257	high	ɑ	741.17	1486.63	2021
00257	high	ɤ	563.51	1469.82	1149
00257	high	u	463.93	1094.63	532
00257	high	i	439.80	2591.36	157
00257	high	o	553.51	1327.77	379
00257	high	ɵ	462.68	1859.64	260
00261	high	ɘ	418.89	1843.85	45
00261	high	ɑ	717.61	1369.71	50
00261	high	ɤ	512.39	1398.61	36
00261	high	u	431.02	974.67	20
00261	high	a	648.85	1935.21	29
00261	high	y	398.23	1105.02	6
00261	high	i	370.80	2472.05	2
00261	high	ɵ	409.57	1823.48	8
00263	high	ɑ	573.64	1210.51	4
00263	high	ɘ	393.34	1628.23	10
00263	high	a	471.49	1305.22	4
00263	high	u	418.77	1051.45	4
00263	high	ɤ	433.36	1164.85	5
00263	high	o	436.20	1243.59	2
00263	high	ɵ	387.25	1192.16	1
00264	high	u	492.70	915.12	55
00264	high	ɑ	838.63	1393.49	185
00264	high	ɤ	654.09	1450.92	86
00264	high	y	442.18	1078.61	43
00264	high	a	717.08	2031.78	121
00264	high	ɘ	500.00	2256.96	178
00264	high	o	595.11	1131.73	24
00264	high	ɵ	471.33	1827.34	27
00264	high	i	404.82	2819.63	13
00266	high	ɘ	475.39	2066.45	112
00266	high	a	666.26	1898.19	79
00266	high	u	471.56	1005.79	44
00266	high	ɑ	712.52	1516.86	108
00266	high	ɤ	544.13	1500.53	61
00266	high	ɵ	485.00	1968.83	26
00266	high	y	462.26	1179.64	14
00266	high	o	563.83	1577.01	10
00266	high	i	411.01	2724.55	7
00267	high	a	523.28	1825.03	52
00267	high	ɘ	463.85	1978.72	70
00267	high	ɑ	608.06	1525.07	61
00267	high	ɤ	469.76	1594.38	41
00267	high	u	454.93	1128.55	15
00267	high	y	423.37	1387.35	12
00267	high	i	453.46	2541.09	6
00267	high	o	500.35	1441.52	9
00267	high	ɵ	427.85	1816.10	19
00268	high	u	463.03	986.20	63
00268	high	ɑ	646.18	1288.13	223
00268	high	ɤ	519.69	1290.06	128
00268	high	y	432.70	1079.78	24
00268	high	a	574.39	1580.31	96
00268	high	ɘ	457.76	1748.56	164
00268	high	i	395.73	2319.84	12
00268	high	ɵ	452.93	1604.61	29
00268	high	o	521.25	1175.71	37
00269	high	u	416.25	1100.32	15
00269	high	ɘ	462.94	1805.46	63
00269	high	ɑ	728.97	1390.83	76
00269	high	o	534.82	1437.12	13
00269	high	a	642.26	1684.67	36
00269	high	i	360.08	2288.03	12
00269	high	y	404.80	1029.32	8
00269	high	ɤ	561.05	1473.86	31
00269	high	ɵ	479.41	1653.55	2
00270	high	a	569.02	1905.06	57
00270	high	ɘ	421.85	2109.26	65
00270	high	y	438.02	1335.25	6
00270	high	ɑ	649.32	1302.21	66
00270	high	u	447.76	1007.07	18
00270	high	i	380.20	2352.97	9
00270	high	ɤ	499.49	1394.81	43
00270	high	o	488.04	1195.18	18
00270	high	ɵ	420.53	2043.37	15
00273	high	o	551.12	1238.60	30
00273	high	ɘ	483.05	1914.10	131
00273	high	ɤ	582.86	1338.72	78
00273	high	ɑ	690.30	1338.67	153
00273	high	u	485.72	1013.51	39
00273	high	y	424.19	1131.39	16
00273	high	i	433.24	2420.47	10
00273	high	a	614.57	1824.66	83
00273	high	ɵ	478.18	1790.27	18
00275	high	ɵ	426.20	2072.07	6
00275	high	u	465.23	948.41	4
00275	high	ɑ	769.13	1357.56	24
00275	high	a	669.40	2006.74	18
00275	high	ɤ	542.40	1617.57	8
00275	high	y	365.29	918.25	2
00275	high	ɘ	420.17	2235.97	15
00275	high	i	342.21	3033.17	1
00275	high	o	560.15	1100.83	2
00276	high	ɑ	717.16	1321.63	312
00276	high	u	474.10	894.58	90
00276	high	ɤ	556.33	1400.54	193
00276	high	o	529.94	1266.64	54
00276	high	y	422.90	956.29	37
00276	high	a	632.64	1995.59	205
00276	high	ɵ	446.49	1985.02	65
00276	high	ɘ	469.50	2159.19	255
00276	high	i	441.08	2643.92	22
00277	high	ɑ	816.07	1534.31	9
00277	high	y	539.60	1273.11	1
00277	high	ɘ	553.03	2064.57	7
00277	high	ɤ	666.09	1455.16	3
00277	high	a	753.73	1739.16	2
00278	high	ɑ	691.39	1363.27	242
00278	high	u	438.48	1057.18	55
00278	high	ɤ	520.74	1452.04	140
00278	high	ɘ	425.50	2044.58	210
00278	high	o	469.99	1322.23	31
00278	high	a	600.16	1890.69	160
00278	high	i	392.66	2335.48	29
00278	high	ɵ	396.30	1790.93	38
00278	high	y	400.52	1257.72	19
00279	high	i	420.74	2559.45	2
00279	high	ɘ	554.34	2065.67	41
00279	high	u	525.09	1156.90	15
00279	high	ɤ	589.90	1601.71	28
00279	high	a	648.90	1895.25	38
00279	high	y	470.22	1267.19	5
00279	high	ɑ	701.52	1613.58	32
00279	high	ɵ	526.17	1942.12	16
00279	high	o	551.58	1233.91	6
00281	high	ɵ	464.33	1903.96	286
00281	high	a	682.55	2026.36	1440
00281	high	ɘ	496.09	2174.87	1788
00281	high	ɑ	770.03	1496.43	2193
00281	high	u	478.36	1028.37	527
00281	high	ɤ	615.87	1506.97	1153
00281	high	o	569.51	1318.27	375
00281	high	y	445.13	1174.60	254
00281	high	i	416.21	2649.25	180
00282	high	ɘ	493.52	2348.38	10
00282	high	a	622.51	2060.40	13
00282	high	ɵ	508.46	1755.26	1
00282	high	ɑ	735.01	1402.60	12
00282	high	o	537.57	1119.75	2
00282	high	y	387.49	1136.82	5
00282	high	u	444.00	870.31	2
00282	high	ɤ	512.20	1493.87	8
00283	high	a	601.97	2014.93	23
00283	high	i	378.89	2619.08	6
00283	high	ɘ	438.68	2246.05	37
00283	high	ɑ	742.44	1461.35	42
00283	high	o	455.05	1341.32	6
00283	high	ɤ	523.86	1557.53	27
00283	high	u	447.00	1026.36	8
00283	high	ɵ	375.48	2071.24	4
00283	high	y	393.34	1442.96	3
00284	high	ɘ	435.46	2203.56	4
00284	high	ɑ	813.23	1442.35	3
00284	high	ɤ	606.47	1895.37	2
00284	high	u	468.66	971.31	1
00284	high	y	429.96	1149.56	1
00284	high	a	665.90	1956.40	4
00285	high	a	596.67	1970.52	6
00285	high	u	489.98	1102.44	3
00285	high	ɑ	735.65	1627.90	6
00285	high	ɘ	464.12	1993.12	3
00285	high	ɵ	583.66	2008.31	1
00285	high	ɤ	546.75	1506.04	2
00285	high	i	342.96	1869.98	1
00285	high	y	505.53	978.41	2
00285	high	o	598.71	1749.62	2
00288	high	ɵ	431.38	1755.12	268
00288	high	a	620.27	1886.44	1071
00288	high	ɤ	561.42	1450.35	985
00288	high	u	443.45	1017.66	530
00288	high	ɘ	459.17	2045.60	1441
00288	high	y	420.77	1045.87	249
00288	high	i	394.45	2545.75	125
00288	high	ɑ	788.20	1487.57	1742
00288	high	o	526.78	1301.33	292
00289	high	o	547.73	1138.62	12
00289	high	ɑ	760.20	1335.55	49
00289	high	i	357.40	2423.20	7
00289	high	a	700.83	1777.40	20
00289	high	u	485.95	950.04	14
00289	high	ɤ	596.92	1296.62	25
00289	high	ɘ	482.39	1900.04	40
00289	high	y	419.84	921.22	6
00289	high	ɵ	443.00	1333.19	1
00290	high	a	607.04	1995.88	10
00290	high	ɑ	753.41	1632.87	7
00290	high	ɤ	629.57	1815.59	5
00290	high	ɘ	487.24	1918.49	6
00290	high	u	425.52	1099.36	1
00290	high	o	688.61	1872.06	1
00290	high	y	477.88	1106.17	2
00291	high	ɵ	488.98	1923.87	6
00291	high	a	603.72	2044.53	27
00291	high	ɘ	448.00	2037.80	27
00291	high	ɑ	619.58	1475.84	50
00291	high	ɤ	467.71	1494.83	28
00291	high	i	419.37	2568.16	7
00291	high	o	478.88	1426.25	8
00291	high	y	403.52	1068.67	7
00291	high	u	449.95	899.49	11
00292	high	ɑ	727.30	1430.08	61
00292	high	ɤ	568.68	1424.69	36
00292	high	o	569.00	1294.09	21
00292	high	a	661.38	1923.88	42
00292	high	ɘ	502.91	1961.27	63
00292	high	u	493.86	990.46	19
00292	high	i	458.39	2486.05	6
00292	high	y	440.04	1165.16	7
00292	high	ɵ	498.30	1900.32	10
00293	high	ɘ	502.79	2155.53	269
00293	high	a	647.23	1891.28	190
00293	high	ɵ	454.79	1929.64	50
00293	high	ɤ	537.76	1380.85	235
00293	high	ɑ	716.77	1318.37	381
00293	high	u	462.20	971.80	111
00293	high	y	423.15	965.29	44
00293	high	i	412.78	2536.22	27
00293	high	o	539.73	1176.23	47
00297	high	ɑ	743.67	1451.87	2028
00297	high	u	499.92	1126.25	533
00297	high	o	551.62	1412.69	380
00297	high	ɤ	563.42	1489.13	1110
00297	high	a	668.36	1769.26	1235
00297	high	ɘ	512.04	1957.23	1745
00297	high	y	473.44	1252.92	217
00297	high	ɵ	481.81	1816.52	285
00297	high	i	480.51	2390.17	141
00298	high	ɘ	588.20	2052.16	8
00298	high	a	797.08	1987.00	5
00298	high	u	552.56	968.34	3
00298	high	ɑ	908.78	1659.44	11
00298	high	ɵ	528.06	1672.13	1
00298	high	ɤ	730.95	1570.68	10
00298	high	y	570.64	1105.94	1
00299	high	ɵ	446.52	2301.17	2
00299	high	ɘ	469.04	2024.02	12
00299	high	a	617.20	1341.08	1
00299	high	ɑ	731.94	1216.08	3
00299	high	ɤ	594.09	882.86	1
00301	high	ɑ	697.99	1387.49	11
00301	high	u	443.77	1020.31	7
00301	high	ɘ	422.78	1862.28	9
00301	high	ɤ	488.51	1459.69	9
00301	high	a	614.23	1864.69	11
00301	high	o	571.34	1463.25	1
00301	high	y	411.18	1077.51	4
00303	high	ɘ	497.79	1842.64	408
00303	high	a	622.21	1660.80	344
00303	high	y	476.79	1080.36	59
00303	high	ɤ	583.55	1344.44	313
00303	high	ɵ	483.53	1671.01	77
00303	high	o	573.82	1151.48	90
00303	high	ɑ	696.56	1313.08	521
00303	high	u	514.10	1023.50	127
00303	high	i	446.07	2335.08	43
00304	high	ɘ	523.36	2184.12	180
00304	high	a	719.19	1928.34	115
00304	high	ɑ	821.62	1393.57	178
00304	high	ɤ	619.63	1455.16	108
00304	high	ɵ	468.50	1905.54	35
00304	high	o	637.92	1203.53	37
00304	high	i	413.51	2560.07	21
00304	high	u	490.30	943.83	53
00304	high	y	476.02	1035.91	22
00305	high	ɘ	497.88	2125.95	11
00305	high	a	650.26	1890.98	7
00305	high	ɤ	592.76	1504.78	4
00305	high	ɑ	874.01	1483.84	6
00305	high	u	510.50	939.32	3
00305	high	o	702.26	1437.88	2
00305	high	ɵ	503.81	1749.51	2
00305	high	i	468.76	2047.60	1
00306	high	ɑ	822.84	1541.27	257
00306	high	ɤ	594.10	1533.83	140
00306	high	y	429.20	1233.75	34
00306	high	a	682.45	1945.47	148
00306	high	ɘ	474.26	2042.87	208
00306	high	u	480.26	1052.90	77
00306	high	o	566.25	1416.31	36
00306	high	ɵ	478.89	1838.67	34
00306	high	i	416.57	2374.29	25
00309	high	u	492.32	985.88	31
00309	high	ɑ	764.19	1362.55	92
00309	high	ɤ	571.54	1380.61	70
00309	high	a	658.05	1882.58	61
00309	high	ɘ	505.91	2012.55	95
00309	high	y	448.96	1097.07	15
00309	high	i	471.36	2377.55	9
00309	high	o	549.19	1264.58	13
00309	high	ɵ	430.26	1916.96	10
00310	high	ɤ	563.06	1418.08	460
00310	high	ɑ	751.12	1363.74	875
00310	high	o	564.56	1180.31	128
00310	high	ɘ	485.37	2033.22	852
00310	high	a	669.46	1836.18	606
00310	high	u	480.97	990.06	232
00310	high	ɵ	475.04	1776.48	117
00310	high	y	426.65	1141.49	83
00310	high	i	404.54	2516.53	68
00312	high	ɘ	494.88	1947.02	127
00312	high	ɑ	719.15	1302.96	127
00312	high	ɤ	603.94	1309.20	80
00312	high	a	623.96	1762.48	89
00312	high	u	490.75	1009.38	31
00312	high	y	467.96	1146.87	22
00312	high	o	579.75	1198.66	29
00312	high	ɵ	450.43	1823.13	18
00312	high	i	433.58	2285.76	10
00313	high	u	515.29	1078.59	28
00313	high	ɑ	793.21	1496.25	72
00313	high	ɤ	615.57	1509.39	47
00313	high	o	613.27	1391.85	15
00313	high	ɘ	515.58	2115.58	65
00313	high	i	434.63	2539.48	8
00313	high	ɵ	520.99	1848.38	22
00313	high	y	496.34	1210.65	6
00313	high	a	710.26	1950.02	40
00314	high	u	481.92	994.45	21
00314	high	ɑ	848.64	1582.71	54
00314	high	ɤ	667.30	1570.88	34
00314	high	o	582.37	1283.56	25
00314	high	ɘ	534.09	2247.23	48
00314	high	a	720.15	2232.24	44
00314	high	y	464.61	1042.76	5
00314	high	ɵ	484.77	1865.77	5
00314	high	i	438.02	2809.30	2
00315	high	a	674.63	1776.31	9
00315	high	ɘ	529.10	1932.69	28
00315	high	ɵ	571.37	1632.45	8
00315	high	ɑ	766.17	1632.59	21
00315	high	u	552.12	1084.97	5
00315	high	ɤ	603.91	1462.49	23
00315	high	i	451.03	2101.82	3
00315	high	o	681.78	1480.57	1
00315	high	y	556.30	1553.66	1
00318	high	ɤ	592.08	1456.85	12
00318	high	ɑ	774.27	1540.86	13
00318	high	i	420.52	2858.18	1
00318	high	a	673.29	1913.38	9
00318	high	ɵ	469.40	1824.69	4
00318	high	y	450.71	1284.70	6
00318	high	ɘ	536.48	2100.55	14
00318	high	u	501.49	1001.14	5
00318	high	o	500.45	1403.11	5
00319	high	ɑ	815.01	1551.18	24
00319	high	ɵ	449.53	1855.23	6
00319	high	a	662.16	1792.22	20
00319	high	ɘ	451.57	2011.82	21
00319	high	i	451.98	2197.04	2
00319	high	ɤ	488.72	1437.35	11
00319	high	y	465.13	1206.26	4
00319	high	u	451.44	1190.81	9
00319	high	o	466.41	1327.44	3
00320	high	ɘ	459.80	2110.24	56
00320	high	a	604.56	1972.52	48
00320	high	ɑ	702.79	1558.40	66
00320	high	y	461.22	1175.04	8
00320	high	u	506.67	1042.93	13
00320	high	ɵ	422.76	1910.13	12
00320	high	ɤ	545.42	1584.58	38
00320	high	i	483.58	2420.92	4
00320	high	o	526.13	1454.98	14
00321	high	u	537.15	1010.37	64
00321	high	ɑ	822.64	1434.73	210
00321	high	y	493.10	1400.02	17
00321	high	a	702.70	1767.03	143
00321	high	ɘ	541.99	2155.09	222
00321	high	ɤ	640.60	1440.66	124
00321	high	ɵ	507.40	1869.16	44
00321	high	o	623.44	1274.69	30
00321	high	i	461.85	2587.51	13
00322	high	a	629.32	1748.73	954
00322	high	ɘ	486.48	1924.87	1279
00322	high	ɑ	715.60	1323.29	1632
00322	high	ɤ	574.78	1362.09	971
00322	high	u	502.97	1046.74	455
00322	high	y	463.15	1109.96	179
00322	high	ɵ	467.90	1756.19	265
00322	high	i	416.67	2412.09	95
00322	high	o	562.94	1291.51	274
00323	high	ɘ	450.32	1950.82	41
00323	high	i	487.04	2487.03	4
00323	high	u	457.86	964.02	11
00323	high	ɑ	700.13	1318.96	25
00323	high	ɤ	517.19	1472.91	19
00323	high	a	565.38	1822.47	17
00323	high	y	419.26	953.41	3
00323	high	ɵ	474.53	1885.68	4
00324	high	ɑ	780.14	1613.61	16
00324	high	ɘ	443.44	2243.85	17
00324	high	u	446.50	1105.22	7
00324	high	a	602.44	2038.57	8
00324	high	ɤ	584.52	1549.08	12
00324	high	i	381.93	2503.51	1
00324	high	o	615.97	1556.69	3
00324	high	ɵ	445.26	1912.04	4
00325	high	ɘ	444.73	2083.34	30
00325	high	a	583.64	1866.00	22
00325	high	ɑ	688.04	1424.97	37
00325	high	ɤ	465.80	1460.42	17
00325	high	ɵ	420.77	1868.26	10
00325	high	y	316.06	1579.27	1
00325	high	o	444.10	1264.32	5
00325	high	u	409.31	884.41	13
00325	high	i	324.48	2246.53	1
00326	high	ɘ	520.29	2084.79	1780
00326	high	ɤ	622.42	1420.61	1150
00326	high	u	510.14	1026.12	523
00326	high	y	462.06	1200.63	250
00326	high	ɵ	485.65	1813.46	303
00326	high	a	707.68	1901.82	1356
00326	high	ɑ	760.93	1429.73	2259
00326	high	o	588.27	1331.28	377
00326	high	i	459.09	2500.66	152
00327	high	i	436.61	2530.92	218
00327	high	a	611.74	1932.55	1561
00327	high	ɘ	483.49	2074.63	2321
00327	high	ɑ	676.93	1455.22	2474
00327	high	u	465.69	1036.45	678
00327	high	ɤ	544.69	1482.74	1393
00327	high	o	529.20	1385.97	391
00327	high	y	436.97	1148.46	326
00327	high	ɵ	450.61	1895.21	328
00331	high	u	393.38	929.10	5
00331	high	ɑ	801.59	1331.77	16
00331	high	ɤ	582.50	1420.33	8
00331	high	a	670.36	2058.91	7
00331	high	o	453.54	1200.11	6
00331	high	y	415.18	1108.27	3
00331	high	ɘ	510.25	2223.90	10
00331	high	ɵ	372.81	2435.97	1
00332	high	y	445.98	949.87	3
00332	high	ɘ	524.44	2107.71	33
00332	high	ɑ	726.54	1306.92	36
00332	high	a	710.91	1862.63	23
00332	high	o	582.76	1181.96	9
00332	high	ɤ	638.06	1328.31	14
00332	high	u	467.64	956.01	10
00332	high	i	519.58	2197.87	1
00332	high	ɵ	402.62	1810.83	2
00333	high	y	447.43	1218.17	41
00333	high	ɘ	515.54	2102.76	401
00333	high	ɑ	810.99	1473.61	380
00333	high	ɤ	593.71	1510.25	211
00333	high	u	496.92	1157.58	107
00333	high	a	747.19	1913.92	176
00333	high	i	439.56	2534.64	41
00333	high	ɵ	467.66	1984.91	61
00333	high	o	562.30	1419.88	54
00334	high	a	661.74	1875.98	1594
00334	high	ɘ	477.30	1992.15	2336
00334	high	i	389.47	2317.85	212
00334	high	ɑ	777.34	1520.82	2660
00334	high	u	466.69	1072.23	733
00334	high	o	555.70	1330.56	413
00334	high	ɤ	569.15	1500.68	1692
00334	high	ɵ	440.98	1814.66	448
00334	high	y	430.00	1154.60	332
00336	high	y	432.65	1146.41	238
00336	high	a	644.99	1899.14	1081
00336	high	o	553.95	1330.02	242
00336	high	ɘ	484.85	2025.37	1560
00336	high	i	439.78	2314.33	114
00336	high	ɑ	727.62	1488.59	1927
00336	high	ɵ	450.31	1893.72	328
00336	high	ɤ	563.62	1531.55	1054
00336	high	u	461.90	1066.02	525
00337	high	ɑ	735.67	1556.67	2999
00337	high	ɘ	490.34	2056.68	2518
00337	high	u	480.93	1072.77	855
00337	high	ɤ	548.97	1583.34	1877
00337	high	o	544.52	1386.77	426
00337	high	i	429.36	2511.16	260
00337	high	a	640.38	1902.36	1910
00337	high	ɵ	490.37	1874.21	493
00337	high	y	461.30	1194.39	353
00340	high	i	419.83	2423.69	6
00340	high	ɑ	707.75	1362.21	24
00340	high	y	455.58	1197.15	6
00340	high	ɘ	520.54	1998.24	37
00340	high	a	601.54	1964.46	25
00340	high	ɤ	570.56	1423.46	28
00340	high	ɵ	457.42	1793.25	8
00340	high	u	493.38	1127.52	7
00340	high	o	492.94	1388.94	3
00341	high	ɘ	440.10	2017.01	42
00341	high	u	432.17	837.09	20
00341	high	ɑ	652.34	1212.88	53
00341	high	a	615.92	1673.96	40
00341	high	y	393.43	881.40	6
00341	high	o	521.10	1072.99	12
00341	high	ɵ	405.46	1969.46	9
00341	high	ɤ	546.36	1362.42	30
00341	high	i	466.23	2044.53	2
00342	high	ɘ	429.71	2002.02	253
00342	high	ɵ	400.11	1775.50	34
00342	high	u	446.14	971.12	68
00342	high	a	577.91	1923.12	167
00342	high	ɑ	669.78	1391.11	195
00342	high	ɤ	488.08	1367.13	116
00342	high	o	515.98	1252.35	42
00342	high	y	411.48	1109.03	31
00342	high	i	389.08	2489.27	19
00345	high	ɤ	477.86	1329.82	2
00345	high	a	446.08	1497.55	2
00345	high	ɘ	313.81	1876.30	2
00347	high	ɘ	534.28	1791.61	17
00347	high	u	476.81	939.31	4
00347	high	ɤ	656.87	1437.61	8
00347	high	ɑ	821.16	1481.48	12
00347	high	o	592.18	1507.92	1
00347	high	a	753.28	2003.10	4
00347	high	y	376.31	1190.47	2
00350	high	ɑ	701.44	1315.21	1953
00350	high	ɤ	557.23	1370.94	1107
00350	high	ɘ	482.63	2009.47	1719
00350	high	u	452.95	945.72	554
00350	high	a	632.11	1825.73	1307
00350	high	y	428.64	1024.07	253
00350	high	ɵ	460.47	1767.66	288
00350	high	o	542.43	1249.42	331
00350	high	i	407.20	2485.18	169
00351	high	a	672.88	1742.61	153
00351	high	ɑ	761.36	1458.79	213
00351	high	ɤ	578.80	1451.45	123
00351	high	u	477.40	1053.38	69
00351	high	ɘ	499.71	1910.48	211
00351	high	ɵ	476.07	1641.42	38
00351	high	y	428.44	1091.97	21
00351	high	o	576.22	1254.29	51
00351	high	i	411.62	2619.07	14
00352	high	ɤ	509.13	1510.46	140
00352	high	ɘ	455.75	2068.11	222
00352	high	a	633.57	1960.49	181
00352	high	y	432.37	1085.72	35
00352	high	ɵ	454.42	1764.59	50
